58,management,married,tertiary,no,2143,yes,no,261,0,failure,no
44,technician,single,secondary,no,29,yes,no,151,0,failure,no
33,entrepreneur,married,secondary,no,2,yes,yes,76,0,failure,no
47,blue-collar,married,secondary,no,1506,yes,no,92,0,failure,no
33,blue-collar,single,secondary,no,1,no,no,198,0,failure,no
35,management,married,tertiary,no,231,yes,no,139,0,failure,no
28,management,single,tertiary,no,447,yes,yes,217,0,failure,no
42,entrepreneur,divorced,tertiary,yes,2,yes,no,380,0,failure,no
58,retired,married,primary,no,121,yes,no,50,0,failure,no
43,technician,single,secondary,no,593,yes,no,55,0,failure,no
41,admin.,divorced,secondary,no,270,yes,no,222,0,failure,no
29,admin.,single,secondary,no,390,yes,no,137,0,failure,no
53,technician,married,secondary,no,6,yes,no,517,0,failure,no
58,technician,married,secondary,no,71,yes,no,71,0,failure,no
57,services,married,secondary,no,162,yes,no,174,0,failure,no
51,retired,married,primary,no,229,yes,no,353,0,failure,no
45,admin.,single,secondary,no,13,yes,no,98,0,failure,no
57,blue-collar,married,primary,no,52,yes,no,38,0,failure,no
60,retired,married,primary,no,60,yes,no,219,0,failure,no
33,services,married,secondary,no,0,yes,no,54,0,failure,no
28,blue-collar,married,secondary,no,723,yes,yes,262,0,failure,no
56,management,married,tertiary,no,779,yes,no,164,0,failure,no
32,blue-collar,single,primary,no,23,yes,yes,160,0,failure,no
25,services,married,secondary,no,50,yes,no,342,0,failure,no
40,retired,married,primary,no,0,yes,yes,181,0,failure,no
44,admin.,married,secondary,no,-372,yes,no,172,0,failure,no
39,management,single,tertiary,no,255,yes,no,296,0,failure,no
52,entrepreneur,married,secondary,no,113,yes,yes,127,0,failure,no
46,management,single,secondary,no,-246,yes,no,255,0,failure,no
36,technician,single,secondary,no,265,yes,yes,348,0,failure,no
57,technician,married,secondary,no,839,no,yes,225,0,failure,no
49,management,married,tertiary,no,378,yes,no,230,0,failure,no
60,admin.,married,secondary,no,39,yes,yes,208,0,failure,no
59,blue-collar,married,secondary,no,0,yes,no,226,0,failure,no
51,management,married,tertiary,no,10635,yes,no,336,0,failure,no
57,technician,divorced,secondary,no,63,yes,no,242,0,failure,no
25,blue-collar,married,secondary,no,-7,yes,no,365,0,failure,no
53,technician,married,secondary,no,-3,no,no,1666,0,failure,no
36,admin.,divorced,secondary,no,506,yes,no,577,0,failure,no
37,admin.,single,secondary,no,0,yes,no,137,0,failure,no
44,services,divorced,secondary,no,2586,yes,no,160,0,failure,no
50,management,married,secondary,no,49,yes,no,180,0,failure,no
60,blue-collar,married,secondary,no,104,yes,no,22,0,failure,no
54,retired,married,secondary,no,529,yes,no,1492,0,failure,no
58,retired,married,secondary,no,96,yes,no,616,0,failure,no
36,admin.,single,primary,no,-171,yes,no,242,0,failure,no
58,self-employed,married,tertiary,no,-364,yes,no,355,0,failure,no
44,technician,married,secondary,no,0,yes,no,225,0,failure,no
55,technician,divorced,secondary,no,0,no,no,160,0,failure,no
29,management,single,tertiary,no,0,yes,no,363,0,failure,no
54,blue-collar,married,secondary,no,1291,yes,no,266,0,failure,no
48,management,divorced,tertiary,no,-244,yes,no,253,0,failure,no
32,management,married,tertiary,no,0,yes,no,179,0,failure,no
42,admin.,single,secondary,no,-76,yes,no,787,0,failure,no
24,technician,single,secondary,no,-103,yes,yes,145,0,failure,no
38,entrepreneur,single,tertiary,no,243,no,yes,174,0,failure,no
38,management,single,tertiary,no,424,yes,no,104,0,failure,no
47,blue-collar,married,secondary,no,306,yes,no,13,0,failure,no
40,blue-collar,single,secondary,no,24,yes,no,185,0,failure,no
46,services,married,primary,no,179,yes,no,1778,0,failure,no
32,admin.,married,tertiary,no,0,yes,no,138,0,failure,no
53,technician,divorced,secondary,no,989,yes,no,812,0,failure,no
57,blue-collar,married,primary,no,249,yes,no,164,0,failure,no
33,services,married,secondary,no,790,yes,no,391,0,failure,no
49,blue-collar,married,secondary,no,154,yes,no,357,0,failure,no
51,management,married,tertiary,no,6530,yes,no,91,0,failure,no
60,retired,married,tertiary,no,100,no,no,528,0,failure,no
59,management,divorced,tertiary,no,59,yes,no,273,0,failure,no
55,technician,married,secondary,no,1205,yes,no,158,0,failure,no
35,blue-collar,single,secondary,no,12223,yes,yes,177,0,failure,no
57,blue-collar,married,secondary,no,5935,yes,yes,258,0,failure,no
31,services,married,secondary,no,25,yes,yes,172,0,failure,no
54,management,married,secondary,no,282,yes,yes,154,0,failure,no
55,blue-collar,married,primary,no,23,yes,no,291,0,failure,no
43,technician,married,secondary,no,1937,yes,no,181,0,failure,no
53,technician,married,secondary,no,384,yes,no,176,0,failure,no
44,blue-collar,married,secondary,no,582,no,yes,211,0,failure,no
55,services,divorced,secondary,no,91,no,no,349,0,failure,no
49,services,divorced,secondary,no,0,yes,yes,272,0,failure,no
55,services,divorced,secondary,yes,1,yes,no,208,0,failure,no
45,admin.,single,secondary,no,206,yes,no,193,0,failure,no
47,services,divorced,secondary,no,164,no,no,212,0,failure,no
42,technician,single,secondary,no,690,yes,no,20,0,failure,no
59,admin.,married,secondary,no,2343,yes,no,1042,0,failure,yes
46,self-employed,married,tertiary,no,137,yes,yes,246,0,failure,no
51,blue-collar,married,primary,no,173,yes,no,529,0,failure,no
56,admin.,married,secondary,no,45,no,no,1467,0,failure,yes
41,technician,married,secondary,no,1270,yes,no,1389,0,failure,yes
46,management,divorced,secondary,no,16,yes,yes,188,0,failure,no
57,retired,married,secondary,no,486,yes,no,180,0,failure,no
42,management,single,secondary,no,50,no,no,48,0,failure,no
30,technician,married,secondary,no,152,yes,yes,213,0,failure,no
60,admin.,married,secondary,no,290,yes,no,583,0,failure,no
60,blue-collar,married,secondary,no,54,yes,no,221,0,failure,no
57,entrepreneur,divorced,secondary,no,-37,no,no,173,0,failure,no
36,management,married,tertiary,no,101,yes,yes,426,0,failure,no
55,blue-collar,married,secondary,no,383,no,no,287,0,failure,no
60,retired,married,tertiary,no,81,yes,no,101,0,failure,no
39,technician,married,secondary,no,0,yes,no,203,0,failure,no
46,management,married,tertiary,no,229,yes,no,197,0,failure,no
44,blue-collar,married,secondary,no,-674,yes,no,257,0,failure,no
53,blue-collar,married,primary,no,90,no,no,124,0,failure,no
52,blue-collar,married,primary,no,128,yes,no,229,0,failure,no
59,blue-collar,married,primary,no,179,yes,no,55,0,failure,no
27,technician,single,tertiary,no,0,yes,no,400,0,failure,no
44,blue-collar,married,secondary,no,54,yes,no,197,0,failure,no
47,technician,married,tertiary,no,151,yes,no,190,0,failure,no
34,admin.,married,secondary,no,61,no,yes,21,0,failure,no
59,retired,single,secondary,no,30,yes,no,514,0,failure,no
45,management,married,tertiary,no,523,yes,no,849,0,failure,no
29,services,divorced,secondary,no,31,yes,no,194,0,failure,no
46,technician,divorced,secondary,no,79,no,no,144,0,failure,no
56,self-employed,married,primary,no,-34,yes,yes,212,0,failure,no
36,blue-collar,married,primary,no,448,yes,no,286,0,failure,no
59,retired,divorced,primary,no,81,yes,no,107,0,failure,no
44,blue-collar,married,secondary,no,144,yes,no,247,0,failure,no
41,admin.,married,secondary,no,351,yes,no,518,0,failure,no
33,management,single,tertiary,no,-67,yes,no,364,0,failure,no
59,management,divorced,tertiary,no,262,no,no,178,0,failure,no
57,technician,married,primary,no,0,no,no,98,0,failure,no
56,technician,divorced,secondary,no,56,yes,no,439,0,failure,no
51,blue-collar,married,secondary,no,26,yes,no,79,0,failure,no
34,admin.,married,secondary,no,3,yes,no,120,0,failure,no
43,services,married,secondary,no,41,yes,yes,127,0,failure,no
52,technician,married,tertiary,no,7,no,yes,175,0,failure,no
33,technician,single,secondary,no,105,yes,no,262,0,failure,no
29,admin.,single,secondary,no,818,yes,yes,61,0,failure,no
34,services,married,secondary,no,-16,yes,yes,78,0,failure,no
31,blue-collar,married,secondary,no,0,yes,no,143,0,failure,no
55,services,married,secondary,no,2476,yes,no,579,0,failure,yes
55,management,married,secondary,no,1185,no,no,677,0,failure,no
32,admin.,single,secondary,no,217,yes,no,345,0,failure,no
38,technician,single,secondary,no,1685,yes,no,185,0,failure,no
55,admin.,single,secondary,no,802,yes,yes,100,0,failure,no
28,unemployed,single,tertiary,no,0,yes,no,125,0,failure,no
23,blue-collar,married,secondary,no,94,yes,no,193,0,failure,no
32,technician,single,secondary,no,0,yes,no,136,0,failure,no
43,services,single,secondary,no,0,no,no,73,0,failure,no
32,blue-collar,married,secondary,no,517,yes,no,528,0,failure,no
46,blue-collar,married,secondary,no,265,yes,no,541,0,failure,no
53,housemaid,divorced,primary,no,947,yes,no,163,0,failure,no
34,self-employed,single,secondary,no,3,yes,no,301,0,failure,no
57,unemployed,married,tertiary,no,42,no,no,46,0,failure,no
37,blue-collar,married,secondary,no,37,yes,no,204,0,failure,no
59,blue-collar,married,secondary,no,57,yes,no,98,0,failure,no
33,services,married,secondary,no,22,yes,no,71,0,failure,no
56,blue-collar,divorced,primary,no,8,yes,no,157,0,failure,no
48,unemployed,married,secondary,no,293,yes,no,243,0,failure,no
43,services,married,primary,no,3,yes,no,186,0,failure,no
54,blue-collar,married,primary,no,348,yes,no,579,0,failure,no
51,blue-collar,married,secondary,no,-19,yes,no,163,0,failure,no
26,student,single,secondary,no,0,yes,no,610,0,failure,no
40,management,married,tertiary,no,-4,yes,no,2033,0,failure,no
39,management,married,secondary,no,18,yes,no,85,0,failure,no
50,technician,married,primary,no,139,no,no,114,0,failure,no
41,services,married,secondary,no,0,yes,no,114,0,failure,no
51,blue-collar,married,secondary,no,1883,yes,no,57,0,failure,no
60,retired,divorced,secondary,no,216,yes,no,238,0,failure,no
52,blue-collar,married,secondary,no,782,yes,no,93,0,failure,no
48,blue-collar,married,secondary,no,904,yes,no,128,0,failure,no
48,services,married,secondary,no,1705,yes,no,107,0,failure,no
39,technician,single,tertiary,no,47,yes,no,181,0,failure,no
47,services,single,secondary,no,176,yes,no,303,0,failure,no
40,blue-collar,married,secondary,no,1225,yes,no,558,0,failure,no
45,technician,married,secondary,no,86,yes,no,270,0,failure,no
26,admin.,single,secondary,no,82,yes,no,228,0,failure,no
52,management,married,tertiary,no,271,yes,no,99,0,failure,no
54,technician,married,secondary,no,1378,yes,no,240,0,failure,no
54,admin.,married,tertiary,no,184,no,no,673,0,failure,yes
50,blue-collar,married,primary,no,0,no,no,233,0,failure,no
35,blue-collar,married,secondary,no,0,yes,no,1056,0,failure,no
44,services,married,secondary,no,1357,yes,yes,250,0,failure,no
53,entrepreneur,married,secondary,no,19,yes,no,252,0,failure,no
35,retired,single,primary,no,434,no,no,138,0,failure,no
60,admin.,divorced,secondary,no,92,yes,no,130,0,failure,no
53,admin.,divorced,secondary,no,1151,yes,no,412,0,failure,no
48,unemployed,married,secondary,no,41,yes,no,179,0,failure,no
34,technician,married,secondary,no,51,yes,no,19,0,failure,no
54,services,married,secondary,no,214,yes,no,458,0,failure,no
51,management,married,secondary,no,1161,yes,no,717,0,failure,no
31,services,married,tertiary,no,37,yes,no,313,0,failure,no
35,technician,divorced,secondary,no,787,yes,no,683,0,failure,no
35,services,married,secondary,no,59,yes,no,1077,0,failure,no
38,technician,married,secondary,no,253,yes,no,416,0,failure,no
36,admin.,married,tertiary,no,211,yes,no,146,0,failure,no
58,retired,married,primary,no,235,yes,no,167,0,failure,no
40,services,divorced,secondary,no,4384,yes,no,315,0,failure,no
54,management,married,secondary,no,4080,no,no,140,0,failure,no
34,blue-collar,single,secondary,no,53,yes,yes,346,0,failure,no
31,management,single,tertiary,no,0,yes,no,562,0,failure,no
51,retired,married,secondary,no,2127,yes,no,172,0,failure,no
33,management,married,tertiary,no,377,yes,no,217,0,failure,no
55,management,married,tertiary,no,73,yes,no,142,0,failure,no
42,admin.,married,secondary,no,445,yes,no,67,0,failure,no
34,blue-collar,married,secondary,no,243,yes,no,291,0,failure,no
33,blue-collar,single,secondary,no,307,yes,no,309,0,failure,no
38,services,married,secondary,no,155,yes,no,248,0,failure,no
50,technician,divorced,tertiary,no,173,no,yes,98,0,failure,no
43,management,married,tertiary,no,400,yes,no,256,0,failure,no
61,blue-collar,divorced,primary,no,1428,yes,no,82,0,failure,no
47,admin.,married,secondary,no,219,yes,no,577,0,failure,no
48,self-employed,married,tertiary,no,7,yes,no,286,0,failure,no
44,blue-collar,married,secondary,no,575,yes,no,477,0,failure,no
35,student,single,secondary,no,298,yes,no,611,0,failure,no
35,services,married,secondary,no,0,yes,no,471,0,failure,no
50,services,married,secondary,no,5699,yes,no,381,0,failure,no
